source,target,identity,evalue,bitscore
A1Z651,P08361,0.7387,0.0,0.0
A1Z651,P10262,0.1801,0.0,0.0
A1Z651,P10272,0.2916,0.0,0.0
A1Z651,P10273,0.3298,0.0,0.0
A1Z651,P11227,0.7062,0.0,0.0
A1Z651,P11269,0.398,0.0,0.0
A1Z7L8,O46680,0.1936,0.0,0.0
A1Z7T0,A7MBL8,0.1835,0.0,0.0
A1Z7T0,O08874,0.1914,0.0,0.0
A1Z9L3,F4K2E9,0.1563,0.0,0.0
A1Z9L3,O42643,0.219,0.0,0.0
A1Z9L3,O45244,0.158,0.0,0.0
A1Z9L3,O60231,0.164,0.0,0.0
A1Z9X0,A8WUG4,0.2145,0.0,0.0
A1Z9X0,F1M7Y5,0.3001,0.0,0.0
A1Z9X0,O19111,0.2569,0.0,0.0
A1Z9X0,P09217,0.2588,0.0,0.0
A1ZAJ2,B1AVY7,0.1716,0.0,0.0
A1ZAJ2,F1M4A4,0.3147,0.0,0.0
A1ZAJ2,L0N7N1,0.1561,0.0,0.0
A1ZAJ2,O35787,0.2229,0.0,0.0
A1ZAJ2,O43896,0.2295,0.0,0.0
A1ZAJ2,O60333,0.3039,0.0,0.0
A1ZAJ2,O88658,0.2953,0.0,0.0
A2A288,A6QQJ8,0.1743,0.0,0.0
A2A5K6,G3V893,0.8207,0.0,0.0
A2A5K6,O88737,0.1653,0.0,0.0
A2A5K6,O88778,0.1652,0.0,0.0
A2A5K6,O95785,0.151,0.0,0.0
A2A5N8,D3ZWK4,0.6992,0.0,0.0
A2A884,O60293,0.1518,0.0,0.0
A2A884,O88737,0.1585,0.0,0.0
A2A884,O88778,0.1662,0.0,0.0
A2A884,P15822,0.1634,0.0,0.0
A2A8L1,D3ZD32,0.9343,0.0,0.0
A2A8L1,G5EBZ4,0.2021,0.0,0.0
A2A8L1,O16102,0.1695,0.0,0.0
A2A8L1,O97159,0.2214,0.0,0.0
A2A935,B7ZRU9,0.2315,0.0,0.0
A2A935,P14404,0.2807,0.0,0.0
A2AJK6,B0R0I6,0.1518,0.0,0.0
A2ARP1,F4J8C6,0.1867,0.0,0.0
A2ARP1,O43314,0.405,0.0,0.0
A2ARP1,P0C644,0.9367,0.0,0.0
A2BD05,D3ZBE5,0.4066,0.0,0.0
A2BD05,G5EFM9,0.2453,0.0,0.0
A2BDB0,P02572,0.8686,0.0,0.0
A2BDB0,P02574,0.7819,0.0,0.0
A2BDB0,P02576,0.802,0.0,0.0
A2BDB0,P04751,0.7356,0.0,0.0
A2BDB0,P07829,0.7012,0.0,0.0
A2BDB0,P07830,0.7627,0.0,0.0
A2BDB0,P08023,0.7187,0.0,0.0
A2BDB0,P0CJ46,0.569,0.0,0.0
A2BDB0,P10981,0.818,0.0,0.0
A2BDB0,P10984,0.876,0.0,0.0
A2BDB0,P10987,0.8956,0.0,0.0
A2BDB0,P10989,0.6463,0.0,0.0
A2BDX3,A5GFZ6,0.4204,0.0,0.0
A2BDX3,O95396,0.415,0.0,0.0
A2BH40,B2RWS6,0.1727,0.0,0.0
A2BH40,E9Q4N7,0.2787,0.0,0.0
A2BH40,J9VE33,0.1551,0.0,0.0
A2BH40,M9NEY8,0.1529,0.0,0.0
A2BH40,O14497,0.9103,0.0,0.0
A2BH40,O88737,0.1545,0.0,0.0
A2BH40,O88778,0.1611,0.0,0.0
A2BH40,P17473,0.1519,0.0,0.0
A2CG49,F1M0Z1,0.3748,0.0,0.0
A2CG49,O60229,0.9205,0.0,0.0
A2CG49,O75962,0.3751,0.0,0.0
A2CG63,F8VPQ2,0.247,0.0,0.0
A2CG63,O60841,0.1559,0.0,0.0
A2I7M2,P03305,0.5338,0.0,0.0
A2I7M2,P03306,0.4872,0.0,0.0
A2I7M2,P03307,0.4975,0.0,0.0
A2I7M2,P03308,0.4946,0.0,0.0
A2I7M2,P03309,0.4996,0.0,0.0
A2I7M2,P03310,0.5267,0.0,0.0
A2I7M2,P03311,0.5165,0.0,0.0
A2I7M2,P15072,0.5143,0.0,0.0
A2PYH4,D3Z4R1,0.4901,0.0,0.0
A2PYL6,O08528,0.6815,0.0,0.0
A2PYL6,P05708,0.3304,0.0,0.0
A2PYL6,P17710,0.3052,0.0,0.0
A2PYL6,P17712,0.1741,0.0,0.0
A2Q0Z1,G3I8R9,0.2596,0.0,0.0
A2Q0Z1,O35501,0.1808,0.0,0.0
A2Q0Z1,O59855,0.4138,0.0,0.0
A2Q0Z1,O65719,0.4096,0.0,0.0
A2Q0Z1,O73885,0.8989,0.0,0.0
A2Q0Z1,P02825,0.3671,0.0,0.0
A2Q0Z1,P06761,0.2599,0.0,0.0
A2Q0Z1,P07823,0.2596,0.0,0.0
A2Q0Z1,P08106,0.576,0.0,0.0
A2Q0Z1,P09435,0.373,0.0,0.0
A2Q0Z1,P09446,0.5361,0.0,0.0
A2Q0Z1,P0A6Y8,0.1934,0.0,0.0
A2Q0Z1,P0CS90,0.1921,0.0,0.0
A2Q0Z1,P0CS91,0.1907,0.0,0.0
A2Q0Z1,P0DMV8,0.5322,0.0,0.0
A2Q0Z1,P0DMV9,0.5322,0.0,0.0
A2Q0Z1,P0DMW0,0.5276,0.0,0.0
A2Q0Z1,P0DMW1,0.5276,0.0,0.0
A2Q0Z1,P10591,0.4156,0.0,0.0
A2Q0Z1,P10592,0.4053,0.0,0.0
A2Q0Z1,P11021,0.2618,0.0,0.0
A2Q0Z1,P11142,1.0,0.0,0.0
A2Q0Z1,P11147,0.5745,0.0,0.0
A2Q0Z1,P11484,0.243,0.0,0.0
A2Q0Z1,P14659,0.5829,0.0,0.0
A2Q0Z1,P16474,0.2641,0.0,0.0
A2Q0Z1,P16627,0.4981,0.0,0.0
A2Q0Z1,P17066,0.4031,0.0,0.0
A2Q0Z1,P17156,0.5829,0.0,0.0
A2Q0Z1,P17879,0.5108,0.0,0.0
A2QC57,E9EFJ1,0.2855,0.0,0.0
A2QC57,G2WS87,0.2959,0.0,0.0
A2QC57,G4N0X4,0.2798,0.0,0.0
A2QC57,G5EB74,0.4717,0.0,0.0
A2QC57,H6CAN5,0.3318,0.0,0.0
A2QC57,I1RE84,0.297,0.0,0.0
A2QC57,O13281,0.4717,0.0,0.0
A2QC57,O93809,0.2707,0.0,0.0
A2QIL5,A7F0W2,0.2247,0.0,0.0
A2QIL5,I1RNG8,0.2118,0.0,0.0
A2QIL5,J4W0G2,0.2209,0.0,0.0
A2QU77,A4QXX4,0.2627,0.0,0.0
A2R3H4,A4RPM5,0.1877,0.0,0.0
A2R3H4,B0Y0P7,0.3615,0.0,0.0
A2R3H4,O59954,0.3604,0.0,0.0
A2R6H1,G2Q9A5,0.1581,0.0,0.0
A2R6H1,P0DO30,0.1644,0.0,0.0
A2T6Y4,A2T7I6,0.9299,0.0,0.0
A2T7L5,B8XIA5,0.9123,0.0,0.0
A2T7L5,P01106,0.8664,0.0,0.0
A2T7L5,P01108,0.6842,0.0,0.0
A2T7L5,P09416,0.6688,0.0,0.0
A2T928,P10276,0.3333,0.0,0.0
A2T928,P10826,0.3849,0.0,0.0
A2T928,P11416,0.3299,0.0,0.0
A2T928,P13631,0.4818,0.0,0.0
A2VDL6,D2WKD8,0.9868,0.0,0.0
A2VDL6,P04074,0.5984,0.0,0.0
A2VDL6,P05023,0.6045,0.0,0.0
A2VDL6,P05024,0.597,0.0,0.0
A2VDL6,P06685,0.5847,0.0,0.0
A2VDL6,P06686,0.9348,0.0,0.0
A2VDL6,P06687,0.583,0.0,0.0
A2VDL6,P09572,0.5867,0.0,0.0
A2VDL6,P09626,0.2678,0.0,0.0
A2VDL6,P13607,0.4038,0.0,0.0
A2VDL6,P13637,0.5844,0.0,0.0
A2VDN5,B2RYN7,0.6915,0.0,0.0
A2VDN5,B3M301,0.1951,0.0,0.0
A2VDN5,B3P8A3,0.1892,0.0,0.0
A2VDN5,B4G437,0.1939,0.0,0.0
A2VDN5,B4HGG6,0.192,0.0,0.0
A2VDN5,B4JII0,0.1846,0.0,0.0
A2VDN5,B4K799,0.1897,0.0,0.0
A2VDN5,B4M0H8,0.1911,0.0,0.0
A2VDN5,B4NBP4,0.1894,0.0,0.0
A2VDN5,B4PL32,0.1886,0.0,0.0
A2VDN5,B4QSF0,0.1882,0.0,0.0
A2VDP1,B1AVY7,0.155,0.0,0.0
A2VDP1,B9EKI3,0.158,0.0,0.0
A2VDP1,E9PSL7,0.156,0.0,0.0
A2VDP1,F4IIS5,0.1542,0.0,0.0
A2VDP1,O01789,0.1547,0.0,0.0
A2VDP1,O54988,0.1515,0.0,0.0
A2VDP1,O75150,0.3254,0.0,0.0
A2VDP1,O77819,0.1523,0.0,0.0
A2VDP1,O93308,0.1616,0.0,0.0
A2VDP1,O95239,0.1518,0.0,0.0
A2VDP1,O97593,0.1581,0.0,0.0
A2VDP1,P02562,0.163,0.0,0.0
A2VDP1,P12270,0.1646,0.0,0.0
A2VDU3,O43318,0.9212,0.0,0.0
A2VDU3,P0C8E4,0.8953,0.0,0.0
A2VDZ4,B2GUY1,0.4914,0.0,0.0
A2VDZ4,O00444,0.5939,0.0,0.0
A2VE79,O95989,0.7713,0.0,0.0
A2WV32,A2Z1C8,0.2707,0.0,0.0
A2WV32,O48946,0.2761,0.0,0.0
A2WV32,O48947,0.2683,0.0,0.0
A2XE45,A2XE98,0.6,0.0,0.0
A2XE45,A2XE99,0.3502,0.0,0.0
A2XE45,A2XEA0,0.314,0.0,0.0
A2XE45,I1LJI1,0.2196,0.0,0.0
A2XE45,O04985,0.9341,0.0,0.0
A2XE45,O04986,0.6,0.0,0.0
A2XE45,O24520,0.2115,0.0,0.0
A2XE98,A2XE99,0.3556,0.0,0.0
A2XE98,A2XEA0,0.3036,0.0,0.0
A2XE98,I1LJI1,0.1977,0.0,0.0
A2XE98,O04985,0.6515,0.0,0.0
A2XE98,O04986,1.0,0.0,0.0
A2XE98,O24520,0.2038,0.0,0.0
A2XE99,A2XEA0,0.5481,0.0,0.0
A2XE99,I1LJI1,0.2209,0.0,0.0
A2XE99,O04985,0.3915,0.0,0.0
A2XE99,O04986,0.3556,0.0,0.0
A2XE99,O24520,0.1903,0.0,0.0
A2XEA0,I1LJI1,0.1947,0.0,0.0
A2XEA0,O04985,0.3542,0.0,0.0
A2XEA0,O04986,0.3036,0.0,0.0
A2XEA0,O24520,0.1654,0.0,0.0
A2XFC8,A9S9Q8,0.2641,0.0,0.0
A2XFC8,A9T142,0.2426,0.0,0.0
A2XFC8,G4N0Z0,0.1573,0.0,0.0
A2XFC8,O42781,0.1526,0.0,0.0
A2Z1C8,O48946,0.321,0.0,0.0
A2Z1C8,O48947,0.3407,0.0,0.0
A3BF39,O64474,0.2232,0.0,0.0
A3BF39,P0CW78,0.2014,0.0,0.0
A3FIN4,D4AA47,0.1957,0.0,0.0
A3FIN4,O43520,0.195,0.0,0.0
A3FIN4,O60423,0.1632,0.0,0.0
A3FIN4,O94296,0.1515,0.0,0.0
A3FMB2,A5LGW7,0.8171,0.0,0.0
A3FMB2,P06441,0.9396,0.0,0.0
A3FMB2,P08617,0.9406,0.0,0.0
A3FMB2,P13901,0.9314,0.0,0.0
A3FMB2,P14553,0.7447,0.0,0.0
A3KFM7,B0R0I6,0.162,0.0,0.0
A3KFM7,D3ZA12,0.9204,0.0,0.0
A3KFM7,E9PZM4,0.1635,0.0,0.0
A3KFM7,F4JY24,0.1586,0.0,0.0
A3KFM7,G5EBZ4,0.1548,0.0,0.0
A3KFM7,O14139,0.1573,0.0,0.0
A3KFM7,O14646,0.1601,0.0,0.0
A3KFM7,O14647,0.1628,0.0,0.0
A3LSZ2,A4RD09,0.2615,0.0,0.0
A3LSZ2,A5H2P4,0.3574,0.0,0.0
A3LSZ2,A5H2Q8,0.3556,0.0,0.0
A3LSZ2,A6R8Q8,0.2509,0.0,0.0
A3LSZ2,A6ZY89,0.3049,0.0,0.0
A3LSZ2,A7F7H0,0.2573,0.0,0.0
A3LSZ2,A8NMB4,0.2516,0.0,0.0
A3LSZ2,A8QCB2,0.2149,0.0,0.0
A3LSZ2,B0D6H2,0.247,0.0,0.0
A3LSZ2,B0XRM8,0.2594,0.0,0.0
A3LSZ2,B2B223,0.2698,0.0,0.0
A3LSZ2,B3LGE9,0.3049,0.0,0.0
A3LSZ2,B6HAA7,0.2663,0.0,0.0
A3LSZ2,B6JVD0,0.2562,0.0,0.0
A3LSZ2,B6QCA7,0.2489,0.0,0.0
A3LSZ2,B6QWH9,0.2462,0.0,0.0
A3LSZ2,B8M0U4,0.2493,0.0,0.0
A3LSZ2,B8N4Q9,0.259,0.0,0.0
A3LSZ2,B9WFG1,0.5131,0.0,0.0
A3LSZ2,C0NL63,0.2514,0.0,0.0
A3LSZ2,C0S433,0.2571,0.0,0.0
A3LSZ2,C1FYJ9,0.258,0.0,0.0
A3LSZ2,C1H8L1,0.2567,0.0,0.0
A3LSZ2,C4JYG6,0.2484,0.0,0.0
A3LSZ2,C4R4R8,0.3438,0.0,0.0
A3LSZ2,C4Y9D5,0.4199,0.0,0.0
A3LSZ2,C5DN02,0.3194,0.0,0.0
A3LSZ2,C5DVG6,0.3018,0.0,0.0
A3LSZ2,C5FQ73,0.2546,0.0,0.0
A3LSZ2,C5G8R4,0.2537,0.0,0.0
A3LSZ2,C5JKE6,0.2546,0.0,0.0
A3LSZ2,C5M1X2,0.453,0.0,0.0
A3LSZ2,C5PA86,0.247,0.0,0.0
A3LSZ2,C6HCG7,0.2462,0.0,0.0
A3LSZ2,C7GIN5,0.3054,0.0,0.0
A3LSZ2,C7YZ74,0.2598,0.0,0.0
A3LSZ2,C8Z543,0.3059,0.0,0.0
A3LSZ2,C9SE96,0.2672,0.0,0.0
A3LSZ2,D1ZA70,0.2511,0.0,0.0
A3LSZ2,P07547,0.2722,0.0,0.0
A3LSZ2,P08566,0.3061,0.0,0.0
A3LSZ2,P0CM22,0.2491,0.0,0.0
A3LSZ2,P0CM23,0.2491,0.0,0.0
A3R0T9,D3TTC2,0.1658,0.0,0.0
A3RGC1,O42392,0.4695,0.0,0.0
A3RGC1,P11473,0.7322,0.0,0.0
A3RGC1,P13053,0.6618,0.0,0.0
A3RM23,P0C568,0.4513,0.0,0.0
A3RM23,P11213,0.8256,0.0,0.0
A3RM23,P13179,0.1508,0.0,0.0
A3RM23,P13615,0.1566,0.0,0.0
A3RM23,P16289,0.7967,0.0,0.0
A3RM23,P16379,0.1573,0.0,0.0
A4F2N8,O59791,0.2028,0.0,0.0
A4IGM9,A5GFW1,0.2083,0.0,0.0
A4IGM9,D7UQM5,0.2132,0.0,0.0
A4IGM9,O14965,0.2132,0.0,0.0
A4IGM9,O55099,0.2792,0.0,0.0
A4IGM9,O59790,0.1551,0.0,0.0
A4IGM9,O70126,0.2792,0.0,0.0
A4IGM9,O88445,0.1996,0.0,0.0
A4IIN5,P17431,0.2275,0.0,0.0
A4K2M3,A4K2P5,0.9742,0.0,0.0
A4K2M3,A4K2Q5,0.9089,0.0,0.0
A4K2M3,A4K2S1,0.8551,0.0,0.0
A4K2M3,A4K2T0,0.9784,0.0,0.0
A4K2M3,A4K2W5,0.9287,0.0,0.0
A4K2M3,A4K2Y1,0.987,0.0,0.0
A4K2M3,O54748,0.4472,0.0,0.0
A4K2M3,O61125,0.1636,0.0,0.0
A4K2P5,A4K2Q5,0.9089,0.0,0.0
A4K2P5,A4K2S1,0.8551,0.0,0.0
A4K2P5,A4K2T0,0.9784,0.0,0.0
A4K2P5,A4K2W5,0.9287,0.0,0.0
A4K2P5,A4K2Y1,0.987,0.0,0.0
A4K2P5,O54748,0.4495,0.0,0.0
A4K2P5,O61125,0.1651,0.0,0.0
A4K2Q5,A4K2S1,0.9292,0.0,0.0
A4K2Q5,A4K2T0,0.9127,0.0,0.0
A4K2Q5,A4K2W5,0.8973,0.0,0.0
A4K2Q5,A4K2Y1,0.9208,0.0,0.0
A4K2Q5,O54748,0.4558,0.0,0.0
A4K2Q5,O61125,0.1597,0.0,0.0
A4K2S1,A4K2T0,0.8623,0.0,0.0
A4K2S1,A4K2W5,0.8517,0.0,0.0
A4K2S1,A4K2Y1,0.8664,0.0,0.0
A4K2S1,O54748,0.4535,0.0,0.0
A4K2S1,O61125,0.1597,0.0,0.0
A4K2T0,A4K2W5,0.9326,0.0,0.0
A4K2T0,A4K2Y1,0.9913,0.0,0.0
A4K2T0,O54748,0.4556,0.0,0.0
A4K2T0,O61125,0.1625,0.0,0.0
A4K2W5,A4K2Y1,0.9409,0.0,0.0
A4K2W5,O54748,0.4527,0.0,0.0
A4K2W5,O61125,0.1617,0.0,0.0
A4K2Y1,O54748,0.4541,0.0,0.0
A4K2Y1,O61125,0.1636,0.0,0.0
A4K436,F4HQE2,0.1684,0.0,0.0
A4L9P5,O88850,0.2781,0.0,0.0
A4L9P5,O88904,0.9111,0.0,0.0
A4PES0,O57473,0.203,0.0,0.0
A4PES0,P0C1S8,0.3663,0.0,0.0
A4Q9E5,B2GUB3,0.189,0.0,0.0
A4Q9E8,A6NNM8,0.1894,0.0,0.0
A4Q9E8,A8CVX7,0.1909,0.0,0.0
A4Q9F0,F7E540,0.3279,0.0,0.0
A4Q9F1,A6PVC2,0.2972,0.0,0.0
A4Q9F1,B2GUB3,0.1529,0.0,0.0
A4RD09,A5H2P4,0.2559,0.0,0.0
A4RD09,A5H2Q8,0.2525,0.0,0.0
A4RD09,A6R8Q8,0.3034,0.0,0.0
A4RD09,A6ZY89,0.2424,0.0,0.0
A4RD09,A7F7H0,0.3369,0.0,0.0
A4RD09,A8NMB4,0.2476,0.0,0.0
A4RD09,A8QCB2,0.2236,0.0,0.0
A4RD09,B0D6H2,0.2475,0.0,0.0
A4RD09,B0XRM8,0.3088,0.0,0.0
A4RD09,B2B223,0.388,0.0,0.0
A4RD09,B3LGE9,0.2415,0.0,0.0
A4RD09,B6HAA7,0.3088,0.0,0.0
A4RD09,B6JVD0,0.2443,0.0,0.0
A4RD09,B6QCA7,0.2768,0.0,0.0
A4RD09,B6QWH9,0.2645,0.0,0.0
A4RD09,B8M0U4,0.2806,0.0,0.0
A4RD09,B8N4Q9,0.3104,0.0,0.0
A4RD09,B9WFG1,0.2715,0.0,0.0
A4RD09,C0NL63,0.3107,0.0,0.0
A4RD09,C0S433,0.2912,0.0,0.0
A4RD09,C1FYJ9,0.2959,0.0,0.0
A4RD09,C1H8L1,0.2973,0.0,0.0
A4RD09,C4JYG6,0.3049,0.0,0.0
A4RD09,C4R4R8,0.2747,0.0,0.0
A4RD09,C4Y9D5,0.2637,0.0,0.0
A4RD09,C5DN02,0.2475,0.0,0.0
A4RD09,C5DVG6,0.2542,0.0,0.0
A4RD09,C5FQ73,0.2831,0.0,0.0
A4RD09,C5G8R4,0.3132,0.0,0.0
A4RD09,C5JKE6,0.3132,0.0,0.0
A4RD09,C5M1X2,0.2736,0.0,0.0
A4RD09,C5PA86,0.3073,0.0,0.0
A4RD09,C6HCG7,0.3001,0.0,0.0
A4RD09,C7GIN5,0.2412,0.0,0.0
A4RD09,C7YZ74,0.3797,0.0,0.0
A4RD09,C8Z543,0.2415,0.0,0.0
A4RD09,C9SE96,0.3517,0.0,0.0
A4RD09,D1ZA70,0.4002,0.0,0.0
A4RD09,P07547,0.319,0.0,0.0
A4RD09,P08566,0.2417,0.0,0.0
A4RD09,P0CM22,0.2532,0.0,0.0
A4RD09,P0CM23,0.2532,0.0,0.0
A4RPM5,B0Y0P7,0.1839,0.0,0.0
A4RPM5,O59954,0.1997,0.0,0.0
A4UTP7,O89038,0.2033,0.0,0.0
A5A6H8,O89051,0.7923,0.0,0.0
A5A6J2,P17844,0.9804,0.0,0.0
A5A6K9,O02705,0.9894,0.0,0.0
A5A6K9,O03986,0.3115,0.0,0.0
A5A6K9,O18750,0.1763,0.0,0.0
A5A6K9,O57521,0.5871,0.0,0.0
A5A6K9,P02828,0.4424,0.0,0.0
A5A6K9,P02829,0.267,0.0,0.0
A5A6K9,P07900,0.9924,0.0,0.0
A5A6K9,P07901,0.9537,0.0,0.0
A5A6K9,P08110,0.1757,0.0,0.0
A5A6K9,P08113,0.1772,0.0,0.0
A5A6K9,P08238,0.5855,0.0,0.0
A5A6K9,P11499,0.5888,0.0,0.0
A5A6K9,P11501,0.8634,0.0,0.0
A5A6K9,P14625,0.1772,0.0,0.0
A5A6K9,P15108,0.2671,0.0,0.0
A5A6M3,A6NDE4,0.2159,0.0,0.0
A5A6M3,O35698,0.1718,0.0,0.0
A5A6M3,O93235,0.174,0.0,0.0
A5A6M3,P0DJD3,0.2159,0.0,0.0
A5A6M3,P0DJD4,0.2159,0.0,0.0
A5ABG0,G2Q9A5,0.1673,0.0,0.0
A5ABG0,G4MVZ2,0.1624,0.0,0.0
A5ABG0,P0DO30,0.1713,0.0,0.0
A5D7F8,A5D8S5,0.3635,0.0,0.0
A5D7F8,O00268,0.1532,0.0,0.0
A5D979,D3ZVU1,0.35,0.0,0.0
A5D979,F6UH96,0.1551,0.0,0.0
A5D979,G3X912,0.3455,0.0,0.0
A5GFW1,D7UQM5,0.2583,0.0,0.0
A5GFW1,O01427,0.1641,0.0,0.0
A5GFW1,O14965,0.645,0.0,0.0
A5GFW1,O55099,0.2109,0.0,0.0
A5GFW1,O59790,0.1954,0.0,0.0
A5GFW1,O70126,0.2109,0.0,0.0
A5GFW1,O88445,0.1735,0.0,0.0
A5GFZ6,O95396,0.6405,0.0,0.0
A5H2P4,A5H2Q8,0.9786,0.0,0.0
A5H2P4,A6R8Q8,0.2543,0.0,0.0
A5H2P4,A6ZY89,0.289,0.0,0.0
A5H2P4,A7F7H0,0.2644,0.0,0.0
A5H2P4,A8NMB4,0.2336,0.0,0.0
A5H2P4,A8QCB2,0.1935,0.0,0.0
A5H2P4,B0D6H2,0.2302,0.0,0.0
A5H2P4,B0XRM8,0.2451,0.0,0.0
A5H2P4,B2B223,0.2606,0.0,0.0
A5H2P4,B3LGE9,0.2899,0.0,0.0
A5H2P4,B6HAA7,0.2491,0.0,0.0
A5H2P4,B6JVD0,0.2357,0.0,0.0
A5H2P4,B6QCA7,0.2374,0.0,0.0
A5H2P4,B6QWH9,0.233,0.0,0.0
A5H2P4,B8M0U4,0.2326,0.0,0.0
A5H2P4,B8N4Q9,0.2386,0.0,0.0
A5H2P4,B9WFG1,0.397,0.0,0.0
A5H2P4,C0NL63,0.2683,0.0,0.0
A5H2P4,C0S433,0.2561,0.0,0.0
A5H2P4,C1FYJ9,0.2588,0.0,0.0
A5H2P4,C1H8L1,0.2593,0.0,0.0
A5H2P4,C4JYG6,0.2491,0.0,0.0
A5H2P4,C4R4R8,0.3062,0.0,0.0
A5H2P4,C4Y9D5,0.3359,0.0,0.0
A5H2P4,C5DN02,0.3013,0.0,0.0
A5H2P4,C5DVG6,0.2819,0.0,0.0
A5H2P4,C5FQ73,0.2691,0.0,0.0
A5H2P4,C5G8R4,0.2679,0.0,0.0
A5H2P4,C5JKE6,0.267,0.0,0.0
A5H2P4,C5M1X2,0.379,0.0,0.0
A5H2P4,C5PA86,0.2548,0.0,0.0
A5H2P4,C6HCG7,0.2611,0.0,0.0
A5H2P4,C7GIN5,0.2885,0.0,0.0
A5H2P4,C7YZ74,0.2498,0.0,0.0
A5H2P4,C8Z543,0.289,0.0,0.0
A5H2P4,C9SE96,0.2438,0.0,0.0
A5H2P4,D1ZA70,0.2572,0.0,0.0
A5H2P4,P07547,0.2479,0.0,0.0
A5H2P4,P08566,0.2901,0.0,0.0
A5H2P4,P0CM22,0.2383,0.0,0.0
A5H2P4,P0CM23,0.2383,0.0,0.0
A5H2Q8,A6R8Q8,0.25,0.0,0.0
A5H2Q8,A6ZY89,0.2873,0.0,0.0
A5H2Q8,A7F7H0,0.2628,0.0,0.0
A5H2Q8,A8NMB4,0.232,0.0,0.0
A5H2Q8,A8QCB2,0.1945,0.0,0.0
A5H2Q8,B0D6H2,0.2278,0.0,0.0
A5H2Q8,B0XRM8,0.2426,0.0,0.0
A5H2Q8,B2B223,0.2581,0.0,0.0
A5H2Q8,B3LGE9,0.2882,0.0,0.0
A5H2Q8,B6HAA7,0.2457,0.0,0.0
A5H2Q8,B6JVD0,0.2342,0.0,0.0
A5H2Q8,B6QCA7,0.2358,0.0,0.0
A5H2Q8,B6QWH9,0.2306,0.0,0.0
A5H2Q8,B8M0U4,0.2319,0.0,0.0
A5H2Q8,B8N4Q9,0.2353,0.0,0.0
A5H2Q8,B9WFG1,0.3951,0.0,0.0
A5H2Q8,C0NL63,0.2639,0.0,0.0
A5H2Q8,C0S433,0.2527,0.0,0.0
A5H2Q8,C1FYJ9,0.2553,0.0,0.0
A5H2Q8,C1H8L1,0.2559,0.0,0.0
A5H2Q8,C4JYG6,0.2466,0.0,0.0
A5H2Q8,C4R4R8,0.3045,0.0,0.0
A5H2Q8,C4Y9D5,0.3331,0.0,0.0
A5H2Q8,C5DN02,0.2967,0.0,0.0
A5H2Q8,C5DVG6,0.2812,0.0,0.0
A5H2Q8,C5FQ73,0.2684,0.0,0.0
A5H2Q8,C5G8R4,0.2636,0.0,0.0
A5H2Q8,C5JKE6,0.2627,0.0,0.0
A5H2Q8,C5M1X2,0.3772,0.0,0.0
A5H2Q8,C5PA86,0.2532,0.0,0.0
A5H2Q8,C6HCG7,0.2568,0.0,0.0
A5H2Q8,C7GIN5,0.2869,0.0,0.0
A5H2Q8,C7YZ74,0.2464,0.0,0.0
A5H2Q8,C8Z543,0.2873,0.0,0.0
A5H2Q8,C9SE96,0.2431,0.0,0.0
A5H2Q8,D1ZA70,0.2564,0.0,0.0
A5H2Q8,P07547,0.2436,0.0,0.0
A5H2Q8,P08566,0.2884,0.0,0.0
A5H2Q8,P0CM22,0.2376,0.0,0.0
A5H2Q8,P0CM23,0.2376,0.0,0.0
A5HBG1,A8Y984,0.1617,0.0,0.0
A5HBG1,P03070,0.1853,0.0,0.0
A5HBG1,P03071,0.177,0.0,0.0
A5HBG1,P03072,0.1568,0.0,0.0
A5HBG1,P0DOI5,0.2793,0.0,0.0
A5HBG1,P0DOI6,0.2793,0.0,0.0
A5HBG1,P0DOI7,0.2818,0.0,0.0
A5HBG1,P14999,0.1752,0.0,0.0
A5HUI5,D3UW23,0.751,0.0,0.0
A5HUI5,P16406,0.2479,0.0,0.0
A5LGW7,P06441,0.7998,0.0,0.0
A5LGW7,P08617,0.824,0.0,0.0
A5LGW7,P13901,0.8214,0.0,0.0
A5LGW7,P14553,0.7147,0.0,0.0
A5PJM4,E1BR24,0.3004,0.0,0.0
A5PJW8,P08518,0.2276,0.0,0.0
A5PJW8,P11513,0.1538,0.0,0.0
A5PKJ4,P0C865,0.8073,0.0,0.0
A5PKP9,D3ZDK2,0.5944,0.0,0.0
A5PKP9,P15731,0.3196,0.0,0.0
A5PKP9,P15732,0.3211,0.0,0.0
A5PN09,A6QNM7,0.2613,0.0,0.0
A5PN09,A7Z056,0.447,0.0,0.0
A5U6Z7,O33125,0.6557,0.0,0.0
A5YM72,D3KCC4,0.2742,0.0,0.0
A5YM72,P0C5W1,0.155,0.0,0.0
A6H5Y3,P13009,0.2168,0.0,0.0
A6IBC5,O43900,0.1715,0.0,0.0
A6M931,B5FZY7,0.9524,0.0,0.0
A6M931,O42226,0.8148,0.0,0.0
A6M931,P10081,0.2025,0.0,0.0
A6NDB9,O08550,0.1646,0.0,0.0
A6NDB9,O88737,0.1602,0.0,0.0
A6NDB9,O88778,0.1685,0.0,0.0
A6NDE4,P0DJD3,0.9692,0.0,0.0
A6NDE4,P0DJD4,0.9542,0.0,0.0
A6NHQ2,P15646,0.2202,0.0,0.0
A6NNM8,A8CVX7,0.1933,0.0,0.0
A6QLE5,B0FPE9,0.5062,0.0,0.0
A6QLE5,D4A523,0.4297,0.0,0.0
A6QLE5,E9Q5R7,0.173,0.0,0.0
